lineID,timestamp,level,service,response_time_ms,memory_usage_mb,thread_count
35,2025-07-01 00:34:00,DEBUG,PaymentAPI,231,257,6
36,2025-07-01 00:35:00,WARN,AuthService,315,321,7
37,2025-07-01 00:36:00,WARN,AuthService,441,401,9
38,2025-07-01 00:37:00,WARN,UserService,636,526,11
39,2025-07-01 00:38:00,WARN,UserService,917,720,15
40,2025-07-01 00:39:00,WARN,OrderProcessor,1366,1008,20
41,2025-07-01 00:40:00,ERROR,AuthService,1405,991,20
42,2025-07-01 00:41:00,DEBUG,AuthService,84,159,4
43,2025-07-01 00:42:00,DEBUG,PaymentAPI,81,158,4
44,2025-07-01 00:43:00,DEBUG,OrderProcessor,80,155,3
45,2025-07-01 00:44:00,DEBUG,OrderProcessor,90,164,4
46,2025-07-01 00:45:00,DEBUG,AuthService,83,165,4
47,2025-07-01 00:46:00,INFO,UserService,78,162,4
48,2025-07-01 00:47:00,DEBUG,AuthService,88,162,4
49,2025-07-01 00:48:00,DEBUG,UserService,81,158,4
50,2025-07-01 00:49:00,DEBUG,UserService,80,163,4
51,2025-07-01 00:50:00,WARN,OrderProcessor,75,163,4
52,2025-07-01 00:51:00,DEBUG,OrderProcessor,70,162,4
53,2025-07-01 00:52:00,DEBUG,PaymentAPI,78,164,4
54,2025-07-01 00:53:00,DEBUG,OrderProcessor,79,158,4
55,2025-07-01 00:54:00,WARN,OrderProcessor,69,168,4
56,2025-07-01 00:55:00,DEBUG,UserService,89,160,4
57,2025-07-01 00:56:00,INFO,AuthService,92,163,5
58,2025-07-01 00:57:00,INFO,OrderProcessor,76,163,4
59,2025-07-01 00:58:00,INFO,OrderProcessor,73,158,4
60,2025-07-01 00:59:00,DEBUG,OrderProcessor,75,162,4
61,2025-07-01 01:00:00,DEBUG,PaymentAPI,77,159,4
62,2025-07-01 01:01:00,DEBUG,AuthService,91,165,4
63,2025-07-01 01:02:00,DEBUG,UserService,74,157,4
64,2025-07-01 01:03:00,INFO,AuthService,78,157,4
65,2025-07-01 01:04:00,DEBUG,AuthService,85,161,4
66,2025-07-01 01:05:00,DEBUG,AuthService,85,156,4
67,2025-07-01 01:06:00,INFO,UserService,88,161,4
68,2025-07-01 01:07:00,DEBUG,UserService,77,161,4
69,2025-07-01 01:08:00,DEBUG,PaymentAPI,77,156,3
70,2025-07-01 01:09:00,DEBUG,UserService,86,160,4
71,2025-07-01 01:10:00,DEBUG,PaymentAPI,102,168,5
72,2025-07-01 01:11:00,DEBUG,OrderProcessor,112,168,5
73,2025-07-01 01:12:00,INFO,AuthService,115,181,6
74,2025-07-01 01:13:00,DEBUG,AuthService,136,188,7
75,2025-07-01 01:14:00,INFO,OrderProcessor,166,202,8
76,2025-07-01 01:15:00,INFO,UserService,221,238,11
77,2025-07-01 01:16:00,WARN,PaymentAPI,290,274,14
78,2025-07-01 01:17:00,INFO,PaymentAPI,398,328,20
79,2025-07-01 01:18:00,WARN,UserService,571,417,28
80,2025-07-01 01:19:00,INFO,PaymentAPI,832,558,40
81,2025-07-01 01:20:00,ERROR,AuthService,810,563,40
82,2025-07-01 01:21:00,DEBUG,OrderProcessor,76,164,4
83,2025-07-01 01:22:00,DEBUG,PaymentAPI,83,159,4
84,2025-07-01 01:23:00,DEBUG,UserService,78,166,4
85,2025-07-01 01:24:00,DEBUG,OrderProcessor,79,157,4
86,2025-07-01 01:25:00,INFO,AuthService,73,159,4
87,2025-07-01 01:26:00,DEBUG,PaymentAPI,72,162,4
88,2025-07-01 01:27:00,DEBUG,AuthService,85,159,5
89,2025-07-01 01:28:00,DEBUG,UserService,75,156,4
90,2025-07-01 01:29:00,DEBUG,OrderProcessor,83,158,4
91,2025-07-01 01:30:00,DEBUG,PaymentAPI,82,159,3
92,2025-07-01 01:31:00,DEBUG,PaymentAPI,81,160,4
93,2025-07-01 01:32:00,DEBUG,AuthService,72,156,4
94,2025-07-01 01:33:00,DEBUG,OrderProcessor,77,160,4
95,2025-07-01 01:34:00,ERROR,UserService,80,156,4
96,2025-07-01 01:35:00,INFO,AuthService,73,150,4
97,2025-07-01 01:36:00,INFO,OrderProcessor,75,162,4
98,2025-07-01 01:37:00,INFO,PaymentAPI,82,155,4
99,2025-07-01 01:38:00,DEBUG,OrderProcessor,80,159,4
100,2025-07-01 01:39:00,DEBUG,UserService,88,158,4
101,2025-07-01 01:40:00,INFO,AuthService,90,154,4
102,2025-07-01 01:41:00,INFO,PaymentAPI,78,162,4
103,2025-07-01 01:42:00,DEBUG,AuthService,88,151,4
104,2025-07-01 01:43:00,DEBUG,UserService,77,164,4
105,2025-07-01 01:44:00,DEBUG,PaymentAPI,79,162,4
106,2025-07-01 01:45:00,DEBUG,PaymentAPI,77,161,4
107,2025-07-01 01:46:00,INFO,AuthService,93,166,4
108,2025-07-01 01:47:00,WARN,UserService,84,168,4
109,2025-07-01 01:48:00,INFO,AuthService,76,162,4
110,2025-07-01 01:49:00,WARN,AuthService,79,162,4
111,2025-07-01 01:50:00,INFO,PaymentAPI,99,160,5
112,2025-07-01 01:51:00,DEBUG,AuthService,125,168,4
113,2025-07-01 01:52:00,DEBUG,UserService,129,174,5
114,2025-07-01 01:53:00,WARN,OrderProcessor,157,193,6
115,2025-07-01 01:54:00,INFO,PaymentAPI,191,212,7
116,2025-07-01 01:55:00,WARN,OrderProcessor,257,236,8
117,2025-07-01 01:56:00,INFO,OrderProcessor,346,265,11
118,2025-07-01 01:57:00,WARN,UserService,482,330,14
119,2025-07-01 01:58:00,INFO,OrderProcessor,700,418,20
120,2025-07-01 01:59:00,INFO,OrderProcessor,1025,550,28
121,2025-07-01 02:00:00,ERROR,UserService,1035,549,28
122,2025-07-01 02:01:00,INFO,AuthService,73,159,4
123,2025-07-01 02:02:00,INFO,AuthService,70,156,4
124,2025-07-01 02:03:00,INFO,AuthService,79,150,4
125,2025-07-01 02:04:00,DEBUG,AuthService,90,162,4
126,2025-07-01 02:05:00,DEBUG,OrderProcessor,77,158,4
127,2025-07-01 02:06:00,DEBUG,PaymentAPI,72,169,4
128,2025-07-01 02:07:00,INFO,PaymentAPI,79,156,4
129,2025-07-01 02:08:00,INFO,UserService,93,160,5
130,2025-07-01 02:09:00,INFO,OrderProcessor,71,157,4
131,2025-07-01 02:10:00,DEBUG,AuthService,81,176,4
132,2025-07-01 02:11:00,DEBUG,PaymentAPI,85,159,4
133,2025-07-01 02:12:00,INFO,UserService,76,165,4
134,2025-07-01 02:13:00,DEBUG,UserService,83,164,4
135,2025-07-01 02:14:00,DEBUG,PaymentAPI,82,160,4
136,2025-07-01 02:15:00,DEBUG,PaymentAPI,83,162,4
137,2025-07-01 02:16:00,DEBUG,AuthService,76,158,5
138,2025-07-01 02:17:00,DEBUG,UserService,86,156,4
139,2025-07-01 02:18:00,INFO,OrderProcessor,73,156,4
140,2025-07-01 02:19:00,DEBUG,PaymentAPI,83,154,4
141,2025-07-01 02:20:00,INFO,UserService,77,158,4
142,2025-07-01 02:21:00,INFO,OrderProcessor,81,161,4
143,2025-07-01 02:22:00,DEBUG,PaymentAPI,88,163,4
144,2025-07-01 02:23:00,DEBUG,UserService,71,161,4
145,2025-07-01 02:24:00,DEBUG,PaymentAPI,78,162,4
146,2025-07-01 02:25:00,DEBUG,OrderProcessor,67,160,4
147,2025-07-01 02:26:00,DEBUG,AuthService,91,168,4
148,2025-07-01 02:27:00,DEBUG,OrderProcessor,85,161,4
149,2025-07-01 02:28:00,INFO,OrderProcessor,75,156,4
150,2025-07-01 02:29:00,DEBUG,PaymentAPI,94,158,4
151,2025-07-01 02:30:00,DEBUG,AuthService,96,173,5
152,2025-07-01 02:31:00,WARN,UserService,110,179,5
153,2025-07-01 02:32:00,INFO,UserService,133,199,5
154,2025-07-01 02:33:00,INFO,UserService,168,217,8
155,2025-07-01 02:34:00,DEBUG,PaymentAPI,226,246,9
156,2025-07-01 02:35:00,WARN,AuthService,302,290,12
157,2025-07-01 02:36:00,INFO,UserService,412,364,17
158,2025-07-01 02:37:00,WARN,OrderProcessor,593,469,24
159,2025-07-01 02:38:00,INFO,AuthService,863,633,34
160,2025-07-01 02:39:00,WARN,AuthService,1271,879,50
161,2025-07-01 02:40:00,ERROR,PaymentAPI,1265,888,51
162,2025-07-01 02:41:00,DEBUG,UserService,85,160,3
163,2025-07-01 02:42:00,INFO,UserService,74,160,4
164,2025-07-01 02:43:00,INFO,AuthService,77,157,4
165,2025-07-01 02:44:00,ERROR,OrderProcessor,76,164,4
166,2025-07-01 02:45:00,INFO,AuthService,80,169,4
167,2025-07-01 02:46:00,INFO,OrderProcessor,89,165,4
168,2025-07-01 02:47:00,DEBUG,PaymentAPI,78,153,4
169,2025-07-01 02:48:00,WARN,PaymentAPI,82,155,4
170,2025-07-01 02:49:00,DEBUG,UserService,81,167,4
171,2025-07-01 02:50:00,INFO,PaymentAPI,76,157,4
172,2025-07-01 02:51:00,DEBUG,PaymentAPI,83,154,4
173,2025-07-01 02:52:00,DEBUG,PaymentAPI,84,162,4
174,2025-07-01 02:53:00,DEBUG,UserService,81,155,3
175,2025-07-01 02:54:00,DEBUG,UserService,84,160,4
176,2025-07-01 02:55:00,INFO,PaymentAPI,70,164,5
177,2025-07-01 02:56:00,INFO,PaymentAPI,79,156,4
178,2025-07-01 02:57:00,DEBUG,OrderProcessor,76,157,4
179,2025-07-01 02:58:00,DEBUG,AuthService,82,161,4
180,2025-07-01 02:59:00,DEBUG,PaymentAPI,80,157,4
181,2025-07-01 03:00:00,DEBUG,UserService,73,158,4
182,2025-07-01 03:01:00,DEBUG,PaymentAPI,77,161,4
183,2025-07-01 03:02:00,INFO,OrderProcessor,83,161,4
184,2025-07-01 03:03:00,WARN,PaymentAPI,74,164,4
185,2025-07-01 03:04:00,DEBUG,OrderProcessor,75,167,4
186,2025-07-01 03:05:00,INFO,AuthService,84,156,5
187,2025-07-01 03:06:00,INFO,AuthService,75,162,4
188,2025-07-01 03:07:00,DEBUG,OrderProcessor,89,168,4
189,2025-07-01 03:08:00,INFO,OrderProcessor,84,169,4
190,2025-07-01 03:09:00,DEBUG,AuthService,91,162,4
191,2025-07-01 03:10:00,INFO,PaymentAPI,93,162,5
192,2025-07-01 03:11:00,WARN,PaymentAPI,96,174,5
193,2025-07-01 03:12:00,DEBUG,PaymentAPI,103,176,6
194,2025-07-01 03:13:00,DEBUG,UserService,127,186,8
195,2025-07-01 03:14:00,INFO,AuthService,158,208,10
196,2025-07-01 03:15:00,WARN,UserService,197,227,13
197,2025-07-01 03:16:00,WARN,OrderProcessor,260,269,17
198,2025-07-01 03:17:00,WARN,OrderProcessor,364,318,25
199,2025-07-01 03:18:00,WARN,AuthService,508,408,35
200,2025-07-01 03:19:00,WARN,OrderProcessor,735,534,52
201,2025-07-01 03:20:00,ERROR,PaymentAPI,719,544,52
202,2025-07-01 03:21:00,WARN,PaymentAPI,85,156,5
203,2025-07-01 03:22:00,DEBUG,AuthService,81,159,3
204,2025-07-01 03:23:00,INFO,OrderProcessor,86,157,4
205,2025-07-01 03:24:00,INFO,OrderProcessor,78,166,4
206,2025-07-01 03:25:00,INFO,AuthService,75,163,4
207,2025-07-01 03:26:00,DEBUG,OrderProcessor,77,157,4
208,2025-07-01 03:27:00,DEBUG,OrderProcessor,80,156,4
209,2025-07-01 03:28:00,DEBUG,UserService,80,163,5
210,2025-07-01 03:29:00,INFO,OrderProcessor,80,155,4
211,2025-07-01 03:30:00,DEBUG,OrderProcessor,80,160,4
212,2025-07-01 03:31:00,DEBUG,AuthService,87,158,4
213,2025-07-01 03:32:00,INFO,AuthService,85,159,4
214,2025-07-01 03:33:00,DEBUG,AuthService,83,156,4
215,2025-07-01 03:34:00,DEBUG,PaymentAPI,86,157,4
216,2025-07-01 03:35:00,DEBUG,PaymentAPI,78,156,4
217,2025-07-01 03:36:00,DEBUG,OrderProcessor,70,162,4
218,2025-07-01 03:37:00,DEBUG,PaymentAPI,71,158,4
219,2025-07-01 03:38:00,DEBUG,PaymentAPI,75,167,4
220,2025-07-01 03:39:00,WARN,UserService,71,160,4
221,2025-07-01 03:40:00,INFO,OrderProcessor,80,157,3
222,2025-07-01 03:41:00,DEBUG,OrderProcessor,81,165,4
223,2025-07-01 03:42:00,DEBUG,UserService,83,162,4
224,2025-07-01 03:43:00,DEBUG,PaymentAPI,72,168,4
225,2025-07-01 03:44:00,INFO,OrderProcessor,79,154,4
226,2025-07-01 03:45:00,WARN,PaymentAPI,83,168,4
227,2025-07-01 03:46:00,DEBUG,PaymentAPI,70,161,4
228,2025-07-01 03:47:00,DEBUG,AuthService,81,158,4
229,2025-07-01 03:48:00,INFO,PaymentAPI,77,162,4
230,2025-07-01 03:49:00,DEBUG,OrderProcessor,87,171,4
231,2025-07-01 03:50:00,INFO,AuthService,98,172,4
232,2025-07-01 03:51:00,DEBUG,OrderProcessor,110,190,5
233,2025-07-01 03:52:00,DEBUG,OrderProcessor,129,202,5
234,2025-07-01 03:53:00,INFO,AuthService,163,229,6
235,2025-07-01 03:54:00,DEBUG,UserService,213,268,6
236,2025-07-01 03:55:00,WARN,AuthService,297,328,8
237,2025-07-01 03:56:00,WARN,AuthService,411,414,10
238,2025-07-01 03:57:00,WARN,PaymentAPI,588,549,13
239,2025-07-01 03:58:00,WARN,OrderProcessor,855,755,17
240,2025-07-01 03:59:00,WARN,OrderProcessor,1265,1066,24
241,2025-07-01 04:00:00,ERROR,UserService,1255,1061,26
242,2025-07-01 04:01:00,INFO,OrderProcessor,83,160,4
243,2025-07-01 04:02:00,INFO,PaymentAPI,89,160,4
244,2025-07-01 04:03:00,DEBUG,PaymentAPI,77,157,4
245,2025-07-01 04:04:00,DEBUG,UserService,80,158,4
246,2025-07-01 04:05:00,WARN,PaymentAPI,72,166,4
247,2025-07-01 04:06:00,DEBUG,UserService,78,155,4
248,2025-07-01 04:07:00,ERROR,UserService,75,158,4
249,2025-07-01 04:08:00,DEBUG,UserService,90,162,3
250,2025-07-01 04:09:00,DEBUG,AuthService,79,157,4
251,2025-07-01 04:10:00,ERROR,OrderProcessor,78,161,4
252,2025-07-01 04:11:00,WARN,AuthService,86,163,4
253,2025-07-01 04:12:00,DEBUG,OrderProcessor,92,157,4
254,2025-07-01 04:13:00,INFO,OrderProcessor,78,158,4
255,2025-07-01 04:14:00,DEBUG,AuthService,83,160,4
256,2025-07-01 04:15:00,DEBUG,AuthService,79,160,5
257,2025-07-01 04:16:00,WARN,PaymentAPI,75,158,3
258,2025-07-01 04:17:00,DEBUG,AuthService,76,171,4
259,2025-07-01 04:18:00,DEBUG,OrderProcessor,84,158,4
260,2025-07-01 04:19:00,DEBUG,AuthService,91,156,4
261,2025-07-01 04:20:00,DEBUG,UserService,86,166,4
262,2025-07-01 04:21:00,WARN,UserService,83,167,4
263,2025-07-01 04:22:00,DEBUG,AuthService,80,156,4
264,2025-07-01 04:23:00,DEBUG,OrderProcessor,83,160,4
265,2025-07-01 04:24:00,INFO,UserService,82,166,4
266,2025-07-01 04:25:00,INFO,OrderProcessor,74,161,3
267,2025-07-01 04:26:00,INFO,UserService,77,162,4
268,2025-07-01 04:27:00,INFO,UserService,78,165,4
269,2025-07-01 04:28:00,INFO,UserService,92,163,4
270,2025-07-01 04:29:00,INFO,PaymentAPI,83,166,4
271,2025-07-01 04:30:00,DEBUG,OrderProcessor,92,177,4
272,2025-07-01 04:31:00,DEBUG,AuthService,91,185,5
273,2025-07-01 04:32:00,WARN,AuthService,122,200,6
274,2025-07-01 04:33:00,WARN,UserService,138,219,6
275,2025-07-01 04:34:00,DEBUG,PaymentAPI,171,259,9
276,2025-07-01 04:35:00,INFO,PaymentAPI,227,307,10
277,2025-07-01 04:36:00,WARN,OrderProcessor,300,390,13
278,2025-07-01 04:37:00,INFO,UserService,408,508,17
279,2025-07-01 04:38:00,INFO,UserService,587,693,24
280,2025-07-01 04:39:00,WARN,OrderProcessor,852,972,35
281,2025-07-01 04:40:00,ERROR,UserService,825,981,35
282,2025-07-01 04:41:00,DEBUG,AuthService,86,162,4
283,2025-07-01 04:42:00,INFO,OrderProcessor,77,162,4
284,2025-07-01 04:43:00,INFO,OrderProcessor,81,161,4
285,2025-07-01 04:44:00,DEBUG,AuthService,64,154,4
286,2025-07-01 04:45:00,DEBUG,UserService,83,155,4
287,2025-07-01 04:46:00,INFO,PaymentAPI,70,156,4
288,2025-07-01 04:47:00,DEBUG,UserService,83,158,4
289,2025-07-01 04:48:00,DEBUG,UserService,84,162,4
290,2025-07-01 04:49:00,DEBUG,AuthService,89,161,4
291,2025-07-01 04:50:00,DEBUG,AuthService,77,158,4
292,2025-07-01 04:51:00,DEBUG,AuthService,75,162,4
293,2025-07-01 04:52:00,INFO,AuthService,73,162,4
294,2025-07-01 04:53:00,DEBUG,UserService,72,160,4
295,2025-07-01 04:54:00,WARN,OrderProcessor,90,155,4
296,2025-07-01 04:55:00,DEBUG,AuthService,86,169,4
297,2025-07-01 04:56:00,DEBUG,OrderProcessor,82,162,4
298,2025-07-01 04:57:00,DEBUG,UserService,76,167,4
299,2025-07-01 04:58:00,INFO,PaymentAPI,89,162,4
300,2025-07-01 04:59:00,INFO,PaymentAPI,73,155,4
301,2025-07-01 05:00:00,INFO,UserService,78,164,4
302,2025-07-01 05:01:00,DEBUG,UserService,77,158,4
303,2025-07-01 05:02:00,DEBUG,PaymentAPI,75,161,4
304,2025-07-01 05:03:00,INFO,OrderProcessor,82,166,4
305,2025-07-01 05:04:00,DEBUG,UserService,82,163,4
306,2025-07-01 05:05:00,DEBUG,AuthService,83,165,4
307,2025-07-01 05:06:00,INFO,PaymentAPI,84,158,4
308,2025-07-01 05:07:00,DEBUG,UserService,75,164,4
309,2025-07-01 05:08:00,INFO,PaymentAPI,94,168,4
310,2025-07-01 05:09:00,INFO,PaymentAPI,90,167,4
311,2025-07-01 05:10:00,DEBUG,PaymentAPI,99,164,4
312,2025-07-01 05:11:00,INFO,UserService,111,170,5
313,2025-07-01 05:12:00,INFO,UserService,137,183,5
314,2025-07-01 05:13:00,INFO,UserService,177,198,6
315,2025-07-01 05:14:00,DEBUG,OrderProcessor,233,218,7
316,2025-07-01 05:15:00,INFO,OrderProcessor,319,250,8
317,2025-07-01 05:16:00,WARN,UserService,445,301,11
318,2025-07-01 05:17:00,WARN,UserService,648,374,14
319,2025-07-01 05:18:00,WARN,AuthService,941,485,19
320,2025-07-01 05:19:00,WARN,PaymentAPI,1391,650,27
321,2025-07-01 05:20:00,ERROR,UserService,1392,670,27
322,2025-07-01 05:21:00,WARN,AuthService,82,157,4
323,2025-07-01 05:22:00,INFO,OrderProcessor,77,164,4
324,2025-07-01 05:23:00,DEBUG,OrderProcessor,78,159,4
325,2025-07-01 05:24:00,DEBUG,AuthService,79,163,4
326,2025-07-01 05:25:00,DEBUG,AuthService,75,151,4
327,2025-07-01 05:26:00,ERROR,UserService,78,162,4
328,2025-07-01 05:27:00,DEBUG,OrderProcessor,74,161,5
329,2025-07-01 05:28:00,DEBUG,PaymentAPI,76,165,4
330,2025-07-01 05:29:00,DEBUG,PaymentAPI,84,155,4
331,2025-07-01 05:30:00,INFO,OrderProcessor,76,166,4
332,2025-07-01 05:31:00,INFO,UserService,94,158,4
333,2025-07-01 05:32:00,DEBUG,AuthService,79,155,4
334,2025-07-01 05:33:00,INFO,OrderProcessor,88,156,4
335,2025-07-01 05:34:00,INFO,UserService,75,153,4
336,2025-07-01 05:35:00,WARN,AuthService,82,162,4
337,2025-07-01 05:36:00,DEBUG,UserService,93,160,4
338,2025-07-01 05:37:00,DEBUG,UserService,76,160,4
339,2025-07-01 05:38:00,INFO,PaymentAPI,82,153,4
340,2025-07-01 05:39:00,DEBUG,PaymentAPI,91,158,4
341,2025-07-01 05:40:00,DEBUG,OrderProcessor,80,159,4
342,2025-07-01 05:41:00,INFO,AuthService,83,162,3
343,2025-07-01 05:42:00,DEBUG,AuthService,87,166,4
344,2025-07-01 05:43:00,INFO,UserService,80,160,4
345,2025-07-01 05:44:00,INFO,PaymentAPI,70,159,4
346,2025-07-01 05:45:00,DEBUG,PaymentAPI,93,155,4
347,2025-07-01 05:46:00,DEBUG,AuthService,74,159,4
348,2025-07-01 05:47:00,DEBUG,UserService,71,156,4
349,2025-07-01 05:48:00,INFO,OrderProcessor,86,161,4
350,2025-07-01 05:49:00,DEBUG,PaymentAPI,80,162,4
351,2025-07-01 05:50:00,ERROR,AuthService,96,170,5
352,2025-07-01 05:51:00,DEBUG,PaymentAPI,112,172,6
353,2025-07-01 05:52:00,DEBUG,OrderProcessor,133,182,7
354,2025-07-01 05:53:00,INFO,UserService,170,201,8
355,2025-07-01 05:54:00,DEBUG,PaymentAPI,220,224,9
356,2025-07-01 05:55:00,WARN,PaymentAPI,305,257,14
357,2025-07-01 05:56:00,WARN,PaymentAPI,414,304,18
358,2025-07-01 05:57:00,WARN,AuthService,605,384,26
359,2025-07-01 05:58:00,WARN,OrderProcessor,869,503,37
360,2025-07-01 05:59:00,WARN,OrderProcessor,1279,682,55
361,2025-07-01 06:00:00,ERROR,PaymentAPI,1286,667,55
362,2025-07-01 06:01:00,DEBUG,UserService,92,159,3
363,2025-07-01 06:02:00,INFO,AuthService,77,160,3
364,2025-07-01 06:03:00,INFO,AuthService,80,163,4
365,2025-07-01 06:04:00,INFO,AuthService,91,167,4
366,2025-07-01 06:05:00,INFO,OrderProcessor,79,156,4
367,2025-07-01 06:06:00,DEBUG,PaymentAPI,77,160,4
368,2025-07-01 06:07:00,INFO,AuthService,87,156,4
369,2025-07-01 06:08:00,INFO,OrderProcessor,85,160,4
370,2025-07-01 06:09:00,DEBUG,PaymentAPI,86,168,4
371,2025-07-01 06:10:00,INFO,UserService,82,155,4
372,2025-07-01 06:11:00,INFO,OrderProcessor,84,165,4
373,2025-07-01 06:12:00,DEBUG,UserService,83,161,4
374,2025-07-01 06:13:00,INFO,UserService,76,159,4
375,2025-07-01 06:14:00,DEBUG,OrderProcessor,95,156,4
376,2025-07-01 06:15:00,DEBUG,OrderProcessor,81,161,4
377,2025-07-01 06:16:00,INFO,UserService,91,166,4
378,2025-07-01 06:17:00,INFO,UserService,77,158,4
379,2025-07-01 06:18:00,WARN,PaymentAPI,86,164,4
380,2025-07-01 06:19:00,DEBUG,UserService,76,158,4
381,2025-07-01 06:20:00,DEBUG,OrderProcessor,74,158,4
382,2025-07-01 06:21:00,DEBUG,OrderProcessor,80,158,4
383,2025-07-01 06:22:00,INFO,AuthService,69,156,4
384,2025-07-01 06:23:00,DEBUG,PaymentAPI,76,156,4
385,2025-07-01 06:24:00,DEBUG,PaymentAPI,82,155,4
386,2025-07-01 06:25:00,DEBUG,UserService,77,154,4
387,2025-07-01 06:26:00,DEBUG,PaymentAPI,69,163,4
388,2025-07-01 06:27:00,DEBUG,OrderProcessor,74,163,4
389,2025-07-01 06:28:00,ERROR,AuthService,86,158,4
390,2025-07-01 06:29:00,INFO,AuthService,92,166,3
391,2025-07-01 06:30:00,DEBUG,PaymentAPI,105,169,4
392,2025-07-01 06:31:00,INFO,OrderProcessor,115,177,5
393,2025-07-01 06:32:00,WARN,UserService,140,204,5
394,2025-07-01 06:33:00,DEBUG,AuthService,176,214,5
395,2025-07-01 06:34:00,WARN,AuthService,241,253,5
396,2025-07-01 06:35:00,INFO,UserService,319,293,8
397,2025-07-01 06:36:00,WARN,AuthService,439,372,10
398,2025-07-01 06:37:00,WARN,UserService,634,480,13
399,2025-07-01 06:38:00,WARN,AuthService,921,651,17
400,2025-07-01 06:39:00,WARN,OrderProcessor,1365,905,24
401,2025-07-01 06:40:00,ERROR,OrderProcessor,1355,906,24
402,2025-07-01 06:41:00,DEBUG,OrderProcessor,77,157,4
403,2025-07-01 06:42:00,INFO,OrderProcessor,78,157,4
404,2025-07-01 06:43:00,INFO,AuthService,79,155,4
405,2025-07-01 06:44:00,DEBUG,UserService,82,158,4
406,2025-07-01 06:45:00,INFO,PaymentAPI,78,162,4
407,2025-07-01 06:46:00,INFO,UserService,82,164,3
408,2025-07-01 06:47:00,DEBUG,AuthService,83,160,3
409,2025-07-01 06:48:00,DEBUG,PaymentAPI,74,157,4
410,2025-07-01 06:49:00,DEBUG,PaymentAPI,80,156,4
411,2025-07-01 06:50:00,DEBUG,PaymentAPI,77,165,4
412,2025-07-01 06:51:00,DEBUG,AuthService,78,160,4
413,2025-07-01 06:52:00,DEBUG,AuthService,82,159,4
414,2025-07-01 06:53:00,DEBUG,UserService,82,156,4
415,2025-07-01 06:54:00,WARN,AuthService,84,155,4
416,2025-07-01 06:55:00,INFO,AuthService,85,164,4
417,2025-07-01 06:56:00,INFO,PaymentAPI,89,162,4
418,2025-07-01 06:57:00,INFO,PaymentAPI,83,159,4
419,2025-07-01 06:58:00,INFO,AuthService,77,165,4
420,2025-07-01 06:59:00,DEBUG,PaymentAPI,83,161,4
421,2025-07-01 07:00:00,DEBUG,PaymentAPI,88,162,4
422,2025-07-01 07:01:00,INFO,AuthService,75,155,4
423,2025-07-01 07:02:00,DEBUG,PaymentAPI,91,156,4
424,2025-07-01 07:03:00,DEBUG,OrderProcessor,81,164,4
425,2025-07-01 07:04:00,DEBUG,AuthService,79,168,4
426,2025-07-01 07:05:00,INFO,PaymentAPI,81,161,4
427,2025-07-01 07:06:00,INFO,PaymentAPI,76,170,4
428,2025-07-01 07:07:00,DEBUG,PaymentAPI,80,160,4
429,2025-07-01 07:08:00,DEBUG,OrderProcessor,82,159,4
430,2025-07-01 07:09:00,ERROR,PaymentAPI,108,171,4
